trial_id,family,params,cv_accuracy,cv_f1_macro,cv_precision_macro,cv_recall_macro,holdout_accuracy,holdout_f1_macro,holdout_precision_macro,holdout_recall_macro,holdout_fully_evasive_f1
logreg_0065,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6208520179372198,0.5349480424389553,0.5204309534959964,0.5599955661441446,0.6186491332934848,0.5424974187473562,0.5240992455346084,0.576918945769051,0.3669724770642202
logreg_0059,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6217488789237668,0.5359615771447874,0.5215702609621727,0.5607239043825825,0.6177525403466826,0.5415864149130364,0.5231701694186586,0.5763475171976223,0.36585365853658536
logreg_0071,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6216741405082212,0.5350536083131235,0.5208346327192789,0.5592816619228483,0.6189479976090855,0.5408387682074727,0.5228265455137602,0.5745757530221064,0.36085626911314983
logreg_0047,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6146487294469357,0.5319659454493211,0.5137972713582949,0.5723634529835024,0.6123729826658697,0.5404029023166336,0.5190391743871484,0.5876533092900554,0.37183098591549296
logreg_0062,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6300448430493274,0.5082075512450953,0.6699931683799546,0.4822602577743978,0.6359832635983264,0.5391615060110712,0.6931687332794366,0.5048435600748014,0.3333333333333333
logreg_0041,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6148729446935725,0.5323247797724086,0.5141599483818434,0.5725152208432565,0.6111775254034668,0.5386593537615117,0.5172847061466915,0.58671153910372,0.3687150837988827
logreg_0053,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6159940209267564,0.5336264773592375,0.5153803388141797,0.5739273425168702,0.6102809324566647,0.5380711918322069,0.5167281090444976,0.5861760836171775,0.3687150837988827
logreg_0072,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6340807174887892,0.5008463347152258,0.6773953937359286,0.47815681614797073,0.6371787208607292,0.5364743795922496,0.6919247549673719,0.5030717958992854,0.3225806451612903
logreg_0063,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6166666666666667,0.5319719840747162,0.5150862410640182,0.5657864558027513,0.6126718469814704,0.5358544879543136,0.5162268293875922,0.5779968944099378,0.3563218390804598
logreg_0069,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6165919282511211,0.5319481166808085,0.5151754205921911,0.5651270469837438,0.6120741183502689,0.5354670305920409,0.515869022036011,0.5776519151138716,0.3563218390804598
logreg_0064,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6298206278026907,0.5015721301859143,0.6695947849754177,0.4776475486809277,0.6350866706515242,0.5352282709975885,0.6908993527588806,0.5020262472450411,0.3225806451612903
logreg_0067,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6115097159940209,0.5263078702962526,0.5090206224541663,0.5642363128635224,0.6120741183502689,0.5350373688368687,0.51469903296046,0.5825753606491685,0.35359116022099446
logreg_0057,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6159940209267564,0.5313525896116799,0.5145871029416783,0.5647009828048019,0.6120741183502689,0.5349341303593399,0.5153735964229645,0.5776878881987577,0.35428571428571426
logreg_0061,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6112855007473842,0.5254305177621122,0.5082399814595601,0.5634457449247018,0.6111775254034668,0.5344292255486472,0.5141087951868538,0.58200393207774,0.35359116022099446
logreg_0055,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6101644245142003,0.5243262330271398,0.5072536063777409,0.5620067215376896,0.6129707112970711,0.5340381154635298,0.5141708542387066,0.5807210395378347,0.34806629834254144
logreg_0070,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6303437967115096,0.5038531228690595,0.6715429034250565,0.47925867404571126,0.6353855349671249,0.5319567765670193,0.6890505744283001,0.499790973752755,0.3116883116883117
logreg_0066,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6350523168908819,0.5015205654288443,0.6780618445939527,0.47885688815116884,0.6353855349671249,0.5318012137931519,0.688703088750398,0.4994312429038937,0.3116883116883117
logreg_0043,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6084454409566518,0.523547034507091,0.5051078000530912,0.5755660145793674,0.6084877465630604,0.5311575245544066,0.5103906777792745,0.5877107877512856,0.3462532299741602
logreg_0049,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6076233183856502,0.5230393610947031,0.5045728284485156,0.5749750707352139,0.6081888822474597,0.53092092334782,0.5101179640558718,0.5874483653910372,0.3462532299741602
logreg_0058,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6300448430493274,0.5027857829322573,0.6731497162248731,0.47839816079987857,0.6329946204423191,0.5302894925284116,0.6873883139383793,0.4980513257196287,0.3116883116883117
logreg_0037,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6081464872944693,0.5232226842147455,0.5048265275528547,0.5746916248771141,0.6075911536162583,0.5302807231357209,0.5095474039807405,0.5870674130100848,0.34536082474226804
logreg_0060,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6343796711509716,0.49806272618122843,0.6750491692828721,0.47651573055788204,0.6326957561267185,0.5299690641955719,0.6869089815158507,0.4975730648500634,0.3116883116883117
logreg_0068,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6301943198804185,0.508285036269395,0.6700444196836499,0.4823104809580699,0.6365809922295278,0.5291033283192741,0.6873367480780628,0.4978393441528084,0.3006535947712418
logreg_0056,logreg,"{""C"": 0.8, ""calibration"": ""none"", ""class_weight"": {""direct"": 1.0, ""fully_evasive"": 2.2, ""intermediate"": 1.2}, ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6309417040358745,0.5088491137068324,0.6706566985914023,0.48294872674144546,0.6362821279139271,0.5288694797029873,0.6871121331524345,0.4975769217925599,0.3006535947712418
logreg_0051,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6121823617339313,0.5282383218512768,0.5095850041057896,0.5755257641962559,0.6060968320382546,0.5274980103317713,0.5074358674536793,0.578262213651239,0.3413333333333333
logreg_0045,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6123318385650224,0.5280998681938552,0.5095873225985462,0.5750540883531778,0.6052002390914525,0.5266744744445034,0.5066578889620365,0.5777267581646965,0.3404255319148936
logreg_0035,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.603288490284006,0.5227007610778958,0.5035088352751972,0.5823681200788021,0.6034070531978482,0.5261020013195625,0.505522041458762,0.5892522457089427,0.33906633906633904
logreg_0039,logreg,"{""C"": 0.5, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6116591928251122,0.5277172266005256,0.5090363776917423,0.5758091235058763,0.6034070531978482,0.5254042980003841,0.5053646404798479,0.576475981767181,0.3404255319148936
logreg_0029,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.603288490284006,0.5227175508641975,0.5035129067343181,0.5823502817681804,0.602510460251046,0.5250328841972638,0.5045741940386567,0.5886088709677418,0.3374083129584352
logreg_0023,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 15000, ""max_iter"": 2000, ""min_df"": 1, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.603662182361734,0.5234681877337533,0.5041044048849471,0.5832321107059307,0.602510460251046,0.5246485771235029,0.5043691802474392,0.5886808171375142,0.3357664233576642
logreg_0031,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.5988041853512706,0.5164928573580574,0.4984562564170032,0.5836649266973669,0.5998206814106396,0.5241836651524933,0.5035574054405471,0.5992751452614707,0.3378995433789954
logreg_0025,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 8000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.5985799701046338,0.5159395367086929,0.49808757818946964,0.5835311413957006,0.5986252241482367,0.5235355594115201,0.5028413842912282,0.5984772674146798,0.33867276887871856
logreg_0027,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 2, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6023916292974589,0.5211513611853054,0.5022166021367162,0.586098674481277,0.6007172743574417,0.522222151339531,0.5023538219201918,0.5875739330795432,0.33093525179856115
logreg_0033,logreg,"{""C"": 0.3, ""calibration"": ""none"", ""class_weight"": ""balanced"", ""max_features"": 10000, ""max_iter"": 2000, ""min_df"": 3, ""ngram_range"": [1, 2], ""solver"": ""lbfgs""}",0.6020926756352765,0.5207432515767193,0.501886804225568,0.5852913731082373,0.6007172743574417,0.5216026050162976,0.5018847843280605,0.5875019869097708,0.32857142857142857
